timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1732499577386,81,HTTP Request,200,OK,Thread Group 1-4,text,true,,507,129,14,14,http://172.23.66.32:3000/proceso_c,61,0,23
1732499577387,114,HTTP Request,200,OK,Thread Group 1-1,text,true,,507,129,15,15,http://172.23.66.32:3000/proceso_c,113,0,22
1732499577387,117,HTTP Request,200,OK,Thread Group 1-10,text,true,,507,129,15,15,http://172.23.66.32:3000/proceso_c,117,0,22
1732499577389,116,HTTP Request,200,OK,Thread Group 1-6,text,true,,521,129,15,15,http://172.23.66.32:3000/proceso_c,115,0,19
1732499577389,116,HTTP Request,200,OK,Thread Group 1-9,text,true,,507,129,15,15,http://172.23.66.32:3000/proceso_c,116,0,19
1732499577397,111,HTTP Request,200,OK,Thread Group 1-11,text,true,,507,129,15,15,http://172.23.66.32:3000/proceso_c,111,0,10
1732499577387,122,HTTP Request,200,OK,Thread Group 1-7,text,true,,507,129,16,16,http://172.23.66.32:3000/proceso_c,122,0,22
1732499577386,126,HTTP Request,200,OK,Thread Group 1-2,text,true,,521,129,16,16,http://172.23.66.32:3000/proceso_c,126,0,24
1732499577386,125,HTTP Request,200,OK,Thread Group 1-8,text,true,,521,129,16,16,http://172.23.66.32:3000/proceso_c,125,0,23
1732499577370,142,HTTP Request,200,OK,Thread Group 1-5,text,true,,521,129,16,16,http://172.23.66.32:3000/proceso_c,142,0,38
1732499577387,134,HTTP Request,200,OK,Thread Group 1-3,text,true,,521,129,16,16,http://172.23.66.32:3000/proceso_c,134,0,23
1732499577415,105,HTTP Request,200,OK,Thread Group 1-12,text,true,,535,129,16,16,http://172.23.66.32:3000/proceso_c,105,0,1
1732499577472,56,HTTP Request,200,OK,Thread Group 1-15,text,true,,507,129,16,16,http://172.23.66.32:3000/proceso_c,56,0,1
1732499577434,96,HTTP Request,200,OK,Thread Group 1-13,text,true,,507,129,17,17,http://172.23.66.32:3000/proceso_c,96,0,1
1732499577462,71,HTTP Request,200,OK,Thread Group 1-14,text,true,,507,129,17,17,http://172.23.66.32:3000/proceso_c,71,0,1
1732499577494,51,HTTP Request,200,OK,Thread Group 1-16,text,true,,507,129,17,17,http://172.23.66.32:3000/proceso_c,51,0,1
1732499577509,38,HTTP Request,200,OK,Thread Group 1-17,text,true,,507,129,17,17,http://172.23.66.32:3000/proceso_c,38,0,1
1732499577529,19,HTTP Request,200,OK,Thread Group 1-18,text,true,,507,129,17,17,http://172.23.66.32:3000/proceso_c,19,0,1
1732499577550,6,HTTP Request,200,OK,Thread Group 1-19,text,true,,507,129,18,18,http://172.23.66.32:3000/proceso_c,6,0,0
1732499577567,30,HTTP Request,200,OK,Thread Group 1-20,text,true,,507,129,2,2,http://172.23.66.32:3000/proceso_c,30,0,0
1732499577592,5,HTTP Request,200,OK,Thread Group 1-21,text,true,,507,129,2,2,http://172.23.66.32:3000/proceso_c,5,0,1
1732499577606,11,HTTP Request,200,OK,Thread Group 1-22,text,true,,507,129,1,1,http://172.23.66.32:3000/proceso_c,11,0,1
1732499577629,5,HTTP Request,200,OK,Thread Group 1-23,text,true,,507,129,1,1,http://172.23.66.32:3000/proceso_c,5,0,1
1732499577646,12,HTTP Request,200,OK,Thread Group 1-24,text,true,,507,129,1,1,http://172.23.66.32:3000/proceso_c,12,0,3
1732499577665,12,HTTP Request,200,OK,Thread Group 1-25,text,true,,507,129,1,1,http://172.23.66.32:3000/proceso_c,12,0,1
1732499577685,12,HTTP Request,200,OK,Thread Group 1-26,text,true,,507,129,1,1,http://172.23.66.32:3000/proceso_c,12,0,1
1732499577704,10,HTTP Request,200,OK,Thread Group 1-27,text,true,,507,129,1,1,http://172.23.66.32:3000/proceso_c,10,0,0
1732499577725,9,HTTP Request,200,OK,Thread Group 1-28,text,true,,507,129,1,1,http://172.23.66.32:3000/proceso_c,9,0,1
1732499577742,6,HTTP Request,200,OK,Thread Group 1-29,text,true,,507,129,1,1,http://172.23.66.32:3000/proceso_c,6,0,1
1732499577761,10,HTTP Request,200,OK,Thread Group 1-30,text,true,,507,129,1,1,http://172.23.66.32:3000/proceso_c,10,0,2
1732499577781,12,HTTP Request,200,OK,Thread Group 1-31,text,true,,507,129,1,1,http://172.23.66.32:3000/proceso_c,12,0,1
1732499577801,6,HTTP Request,200,OK,Thread Group 1-32,text,true,,507,129,1,1,http://172.23.66.32:3000/proceso_c,6,0,1
1732499577820,21,HTTP Request,200,OK,Thread Group 1-33,text,true,,507,129,2,2,http://172.23.66.32:3000/proceso_c,21,0,1
1732499577840,7,HTTP Request,200,OK,Thread Group 1-34,text,true,,507,129,1,1,http://172.23.66.32:3000/proceso_c,7,0,1
1732499577860,6,HTTP Request,200,OK,Thread Group 1-35,text,true,,507,129,1,1,http://172.23.66.32:3000/proceso_c,6,0,2
1732499577879,9,HTTP Request,200,OK,Thread Group 1-36,text,true,,507,129,1,1,http://172.23.66.32:3000/proceso_c,9,0,1
1732499577895,4,HTTP Request,200,OK,Thread Group 1-37,text,true,,507,129,1,1,http://172.23.66.32:3000/proceso_c,4,0,1
1732499577919,14,HTTP Request,200,OK,Thread Group 1-38,text,true,,507,129,3,3,http://172.23.66.32:3000/proceso_c,14,0,1
1732499577920,16,HTTP Request,200,OK,Thread Group 1-42,text,true,,507,129,2,2,http://172.23.66.32:3000/proceso_c,16,0,2
1732499577933,11,HTTP Request,200,OK,Thread Group 1-39,text,true,,521,129,1,1,http://172.23.66.32:3000/proceso_c,11,0,1
1732499577953,5,HTTP Request,200,OK,Thread Group 1-40,text,true,,507,129,1,1,http://172.23.66.32:3000/proceso_c,4,0,0
1732499577974,8,HTTP Request,200,OK,Thread Group 1-41,text,true,,507,129,1,1,http://172.23.66.32:3000/proceso_c,8,0,1
1732499578008,23,HTTP Request,200,OK,Thread Group 1-43,text,true,,507,129,2,2,http://172.23.66.32:3000/proceso_c,23,0,1
1732499578028,56,HTTP Request,200,OK,Thread Group 1-44,text,true,,521,129,3,3,http://172.23.66.32:3000/proceso_c,56,0,1
