timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1733076506776,43,HTTP Request,200,OK,Thread Group 1-31,text,true,,507,129,58,58,http://172.23.66.32:3000/proceso_c,38,0,22
1733076506840,28,HTTP Request,200,OK,Thread Group 1-54,text,true,,507,129,66,66,http://172.23.66.32:3000/proceso_c,28,0,1
1733076506838,31,HTTP Request,200,OK,Thread Group 1-37,text,true,,507,129,67,67,http://172.23.66.32:3000/proceso_c,31,0,1
1733076506839,31,HTTP Request,200,OK,Thread Group 1-55,text,true,,507,129,67,67,http://172.23.66.32:3000/proceso_c,31,0,1
1733076506871,71,HTTP Request,200,OK,Thread Group 1-40,text,true,,507,129,78,78,http://172.23.66.32:3000/proceso_c,71,0,9
1733076506840,31,HTTP Request,200,OK,Thread Group 1-53,text,true,,507,129,67,67,http://172.23.66.32:3000/proceso_c,31,0,0
1733076506872,58,HTTP Request,200,OK,Thread Group 1-33,text,true,,507,129,76,76,http://172.23.66.32:3000/proceso_c,58,0,0
1733076506877,40,HTTP Request,200,OK,Thread Group 1-42,text,true,,507,129,74,74,http://172.23.66.32:3000/proceso_c,40,0,3
1733076506868,118,HTTP Request,200,OK,Thread Group 1-4,text,true,,521,129,82,82,http://172.23.66.32:3000/proceso_c,118,0,1
1733076506870,139,HTTP Request,200,OK,Thread Group 1-32,text,true,,507,129,89,89,http://172.23.66.32:3000/proceso_c,139,0,3
1733076506868,166,HTTP Request,200,OK,Thread Group 1-18,text,true,,521,129,97,97,http://172.23.66.32:3000/proceso_c,166,0,5
1733076506841,194,HTTP Request,200,OK,Thread Group 1-50,text,true,,507,129,96,96,http://172.23.66.32:3000/proceso_c,194,0,1
1733076506838,197,HTTP Request,200,OK,Thread Group 1-36,text,true,,521,129,95,95,http://172.23.66.32:3000/proceso_c,197,0,40
1733076506873,171,HTTP Request,200,OK,Thread Group 1-3,text,true,,521,129,93,93,http://172.23.66.32:3000/proceso_c,171,0,1
1733076506870,210,HTTP Request,200,OK,Thread Group 1-10,text,true,,521,129,99,99,http://172.23.66.32:3000/proceso_c,210,0,2
1733076506875,306,HTTP Request,200,OK,Thread Group 1-48,text,true,,507,129,117,117,http://172.23.66.32:3000/proceso_c,306,0,9
1733076506841,371,HTTP Request,200,OK,Thread Group 1-49,text,true,,521,129,121,121,http://172.23.66.32:3000/proceso_c,371,0,32
1733076506867,356,HTTP Request,200,OK,Thread Group 1-16,text,true,,521,129,122,122,http://172.23.66.32:3000/proceso_c,356,0,6
1733076506868,522,HTTP Request,200,OK,Thread Group 1-17,text,true,,521,129,146,146,http://172.23.66.32:3000/proceso_c,522,0,5
1733076506872,521,HTTP Request,200,OK,Thread Group 1-34,text,true,,507,129,148,148,http://172.23.66.32:3000/proceso_c,518,0,7
1733076506910,500,HTTP Request,200,OK,Thread Group 1-75,text,true,,507,129,150,150,http://172.23.66.32:3000/proceso_c,500,0,0
1733076506871,554,HTTP Request,200,OK,Thread Group 1-20,text,true,,507,129,151,151,http://172.23.66.32:3000/proceso_c,553,0,8
1733076506877,626,HTTP Request,200,OK,Thread Group 1-44,text,true,,521,129,163,163,http://172.23.66.32:3000/proceso_c,626,0,8
1733076506916,627,HTTP Request,200,OK,Thread Group 1-76,text,true,,549,129,169,169,http://172.23.66.32:3000/proceso_c,627,0,0
1733076506870,690,HTTP Request,200,OK,Thread Group 1-68,text,true,,521,129,171,171,http://172.23.66.32:3000/proceso_c,690,0,10
1733076506873,697,HTTP Request,200,OK,Thread Group 1-63,text,true,,549,129,171,171,http://172.23.66.32:3000/proceso_c,697,0,18
1733076506873,721,HTTP Request,200,OK,Thread Group 1-6,text,true,,521,129,174,174,http://172.23.66.32:3000/proceso_c,721,0,27
1733076506882,713,HTTP Request,200,OK,Thread Group 1-35,text,true,,521,129,174,174,http://172.23.66.32:3000/proceso_c,713,0,3
1733076506882,714,HTTP Request,200,OK,Thread Group 1-60,text,true,,521,129,173,173,http://172.23.66.32:3000/proceso_c,714,0,18
1733076506875,722,HTTP Request,200,OK,Thread Group 1-52,text,true,,549,129,173,173,http://172.23.66.32:3000/proceso_c,722,0,10
1733076506875,726,HTTP Request,200,OK,Thread Group 1-62,text,true,,521,129,172,172,http://172.23.66.32:3000/proceso_c,726,0,1
1733076506873,740,HTTP Request,200,OK,Thread Group 1-7,text,true,,535,129,173,173,http://172.23.66.32:3000/proceso_c,740,0,6
1733076506938,699,HTTP Request,200,OK,Thread Group 1-80,text,true,,507,129,176,176,http://172.23.66.32:3000/proceso_c,699,0,0
1733076506882,818,HTTP Request,200,OK,Thread Group 1-59,text,true,,549,129,185,185,http://172.23.66.32:3000/proceso_c,818,0,5
1733076506876,849,HTTP Request,200,OK,Thread Group 1-46,text,true,,549,129,188,188,http://172.23.66.32:3000/proceso_c,849,0,3
1733076506876,851,HTTP Request,200,OK,Thread Group 1-61,text,true,,521,129,188,188,http://172.23.66.32:3000/proceso_c,851,0,23
1733076506886,860,HTTP Request,200,OK,Thread Group 1-13,text,true,,549,129,190,190,http://172.23.66.32:3000/proceso_c,860,0,14
1733076506877,875,HTTP Request,200,OK,Thread Group 1-26,text,true,,507,129,190,190,http://172.23.66.32:3000/proceso_c,875,0,8
1733076506885,868,HTTP Request,200,OK,Thread Group 1-8,text,true,,507,129,190,190,http://172.23.66.32:3000/proceso_c,868,0,13
1733076506886,868,HTTP Request,200,OK,Thread Group 1-14,text,true,,521,129,188,188,http://172.23.66.32:3000/proceso_c,868,0,12
1733076506885,969,HTTP Request,200,OK,Thread Group 1-11,text,true,,535,129,204,204,http://172.23.66.32:3000/proceso_c,969,0,14
1733076507007,854,HTTP Request,200,OK,Thread Group 1-97,text,true,,507,129,204,204,http://172.23.66.32:3000/proceso_c,854,0,1
1733076506979,923,HTTP Request,200,OK,Thread Group 1-88,text,true,,507,129,210,210,http://172.23.66.32:3000/proceso_c,923,0,1
1733076506840,1074,HTTP Request,200,OK,Thread Group 1-51,text,true,,549,129,211,211,http://172.23.66.32:3000/proceso_c,1074,0,44
1733076506877,1039,HTTP Request,200,OK,Thread Group 1-24,text,true,,549,129,210,210,http://172.23.66.32:3000/proceso_c,1039,0,8
1733076506964,1010,HTTP Request,200,OK,Thread Group 1-85,text,true,,549,129,219,219,http://172.23.66.32:3000/proceso_c,1010,0,0
1733076506884,1092,HTTP Request,200,OK,Thread Group 1-21,text,true,,549,129,218,218,http://172.23.66.32:3000/proceso_c,1092,0,2
1733076506874,1130,HTTP Request,200,OK,Thread Group 1-69,text,true,,549,129,222,222,http://172.23.66.32:3000/proceso_c,1130,0,24
1733076506871,1136,HTTP Request,200,OK,Thread Group 1-15,text,true,,535,129,221,221,http://172.23.66.32:3000/proceso_c,1136,0,2
1733076506878,1130,HTTP Request,200,OK,Thread Group 1-47,text,true,,549,129,220,220,http://172.23.66.32:3000/proceso_c,1130,0,2
1733076506878,1132,HTTP Request,200,OK,Thread Group 1-39,text,true,,535,129,220,220,http://172.23.66.32:3000/proceso_c,1132,0,1
1733076506900,1118,HTTP Request,200,OK,Thread Group 1-70,text,true,,521,129,220,220,http://172.23.66.32:3000/proceso_c,1118,0,0
1733076507077,953,HTTP Request,200,OK,Thread Group 1-113,text,true,,507,129,221,221,http://172.23.66.32:3000/proceso_c,953,0,1
1733076506961,1086,HTTP Request,200,OK,Thread Group 1-84,text,true,,521,129,222,222,http://172.23.66.32:3000/proceso_c,1086,0,0
1733076506883,1165,HTTP Request,200,OK,Thread Group 1-30,text,true,,521,129,221,221,http://172.23.66.32:3000/proceso_c,1165,0,66
1733076506879,1202,HTTP Request,200,OK,Thread Group 1-64,text,true,,549,129,227,227,http://172.23.66.32:3000/proceso_c,1202,0,16
1733076506884,1198,HTTP Request,200,OK,Thread Group 1-2,text,true,,549,129,226,226,http://172.23.66.32:3000/proceso_c,1198,0,65
1733076506879,1261,HTTP Request,200,OK,Thread Group 1-45,text,true,,549,129,234,234,http://172.23.66.32:3000/proceso_c,1261,0,20
1733076506943,1218,HTTP Request,200,OK,Thread Group 1-81,text,true,,521,129,237,237,http://172.23.66.32:3000/proceso_c,1218,0,0
